TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC
0 0 2 0 0 0 1 1 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 1 1 0 12.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 165 0 1 0 0 0 -1 1 -1 0 3 0 0 43.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 75 0 0 1 0 0 -1 1 -1 0 3 0 0 40.0
1 0 4 1 3 1 4 0 24 0 0 57 24 24 3 0 2 0 3 57 2 57 1 2 1 0 37.0
2 0 4 2 4 1 4 0 32 0 0 54 32 32 4 0 3 0 4 54 3 54 1 2 4 1 293.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0
0 0 4 0 0 0 3 1 0 0 0 -1 0 282 0 0 2 0 0 -1 2 -1 0 1 0 0 242.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0
2 0 7 2 0 0 2 5 1157 0 1 44 1157 1162 6 4 1 6 6 44 5 44 1 2 6 0 246.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 72 0 2 0 0 0 -1 2 -1 0 2 0 0 15.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 126 0 0 1 0 0 -1 1 -1 0 2 1 0 66.0
0 0 5 0 0 0 0 5 0 0 0 -1 0 48 0 1 0 0 0 -1 1 -1 0 2 0 0 6.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 22.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 87 0 0 1 0 0 -1 1 -1 0 1 4 0 64.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 0 138.0
2 0 14 2 3 1 3 11 119 0 1 45 179 688 3 5 2 3 6 45 7 51 2 3 0 1 173.0
4 0 15 2 0 0 1 14 43 5 3 3 89 108 5 9 0 12 12 21 9 39 3 4 0 0 128.0
7 0 13 4 0 0 1 12 143 4 3 4 262 314 4 8 0 10 10 44 8 44 3 7 4 1 284.0
3 0 5 3 0 0 1 4 45 0 1 44 45 45 5 3 1 5 5 44 4 44 1 3 0 0 50.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 1 0 0 48.0
2 0 7 2 3 1 3 4 75 0 0 55 75 430 3 1 2 0 3 55 3 55 1 4 2 0 130.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 9.0
3 0 16 3 0 0 2 14 631 0 1 34 631 1615 6 7 1 6 6 34 8 34 1 3 3 2 297.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 125 0 0 0 0 0 -1 0 -1 0 2 1 0 73.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 157 0 2 0 0 0 -1 2 -1 0 2 0 1 52.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 1 0 0 300.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 47 0 1 0 0 0 -1 1 -1 0 3 1 0 93.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 18.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 238 0 2 0 0 0 -1 2 -1 0 2 0 0 55.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 25.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 266 0 1 1 0 0 -1 2 -1 0 3 0 0 189.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 26.0
4 0 15 4 0 0 5 10 217 11 2 30 233 256 11 7 5 14 14 42 12 42 2 4 1 1 353.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
2 0 6 2 0 0 2 4 10 3 2 29 14 14 3 2 2 6 6 29 4 47 2 2 1 1 100.0
4 0 10 4 0 0 9 1 840 0 1 49 840 840 10 0 9 10 10 49 9 49 1 4 10 2 479.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 3 0 0 5.0
2 0 11 2 0 0 1 10 32 0 1 20 32 196 3 5 0 3 3 20 5 20 1 3 2 0 13.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 69.0
0 0 5 0 0 0 0 5 0 0 0 -1 0 104 0 1 0 0 0 -1 1 -1 0 3 0 0 7.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 78 0 0 0 0 0 -1 0 -1 0 4 0 0 711.0
4 0 14 4 0 0 7 7 373 9 2 32 582 582 9 5 7 14 14 47 12 47 2 4 7 4 553.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 1 0 7.0
1 0 3 1 3 1 3 0 18 0 0 55 18 18 3 0 2 0 3 55 2 55 1 1 0 0 16.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 16.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
3 0 9 3 3 1 3 6 117 0 0 58 117 1099 3 0 2 0 3 58 2 58 1 7 0 0 216.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 54.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 20.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
2 0 6 2 0 0 3 3 13 0 1 39 13 50 3 2 1 3 3 39 3 39 1 2 2 2 60.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 10.0
3 0 5 3 0 0 1 4 18 0 1 1 18 254 3 2 0 3 3 1 2 1 1 3 1 0 44.0
2 0 6 2 6 1 6 0 459 0 0 53 459 459 6 0 5 0 6 53 5 53 1 2 2 0 159.0
0 0 7 0 0 0 1 6 0 0 0 -1 0 636 0 2 0 0 0 -1 2 -1 0 2 1 0 10.0
3 0 6 3 0 0 2 4 80 0 1 1 80 288 3 2 0 3 3 1 2 1 1 3 3 0 51.0
1 0 5 1 3 1 5 0 67 0 0 52 67 161 3 0 3 0 3 52 3 52 1 3 3 1 89.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 26 0 1 0 0 0 -1 1 -1 0 2 0 0 12.0
2 0 5 2 0 0 1 4 8 0 1 1 8 104 3 2 0 3 3 1 2 1 1 3 1 0 23.0
1 0 10 1 0 0 2 8 218 0 1 18 218 1317 3 4 0 3 3 18 4 18 1 4 0 0 290.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 26.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 70 0 1 0 0 0 -1 1 -1 0 2 0 3 194.0
3 0 9 3 0 0 1 8 73 0 1 23 73 254 3 3 0 3 3 23 3 23 1 6 0 0 97.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 26 0 1 0 0 0 -1 1 -1 0 2 0 0 19.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 47.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 439 0 1 0 0 0 -1 1 -1 0 2 0 0 247.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 25 0 1 1 0 0 -1 2 -1 0 2 1 0 37.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 61 0 1 0 0 0 -1 1 -1 0 2 0 1 14.0
3 0 5 3 0 0 3 2 40 0 1 49 40 40 4 0 3 4 4 49 3 49 1 3 3 2 181.0
1 0 5 1 5 1 5 0 85 0 0 50 85 85 5 0 4 0 5 50 4 50 1 1 0 0 241.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 25 0 1 0 0 0 -1 1 -1 0 2 0 0 12.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 426 0 2 0 0 0 -1 2 -1 0 3 0 1 132.0
2 0 7 2 7 1 7 0 859 0 0 52 859 859 7 0 6 0 7 52 6 52 1 2 11 2 374.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 209 0 1 1 0 0 -1 2 -1 0 5 1 0 242.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
3 0 3 3 0 0 1 2 20 0 1 48 20 20 3 1 1 3 3 48 2 48 1 3 1 0 25.0
3 0 4 3 3 1 3 1 32 0 0 54 32 32 3 0 2 0 3 54 2 54 1 3 0 0 57.0
0 0 8 0 0 0 1 7 0 0 0 -1 0 77 0 3 0 0 0 -1 3 -1 0 3 1 0 20.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 40 0 1 0 0 0 -1 1 -1 0 4 0 0 18.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 -1 0 -1 0 1 1 0 35.0
3 0 6 3 0 0 1 5 13 0 1 4 13 60 3 2 0 3 3 4 2 4 1 4 1 0 48.0
3 0 9 3 0 0 5 4 34 0 1 46 34 40 7 2 5 7 7 46 7 46 1 3 7 0 143.0
4 0 25 4 0 0 8 17 361 12 3 16 473 1143 12 13 8 23 23 46 21 46 3 4 0 1 379.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 93.0
3 0 4 3 4 1 4 0 240 0 0 54 240 240 4 0 3 0 4 54 3 54 1 3 6 3 360.0
6 0 10 4 0 0 2 8 124 4 2 4 141 171 4 5 1 7 7 4 6 15 2 7 0 0 251.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 1 0 0 43.0
3 0 5 3 0 0 0 5 6 0 1 4 6 36 3 3 0 3 3 4 3 4 1 4 0 0 27.0
3 0 3 3 3 1 3 0 29 0 0 55 29 29 3 0 2 0 3 55 2 55 1 3 0 0 64.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 130.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 2 1 0 16.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 3 0 10.0
0 0 7 0 0 0 2 5 0 0 0 -1 0 178 0 2 1 0 0 -1 3 -1 0 2 1 0 57.0
3 0 6 3 0 0 2 4 139 0 1 1 139 326 3 2 0 3 3 1 2 1 1 3 3 0 46.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 32.0
3 0 11 3 0 0 5 6 324 0 1 44 324 324 11 5 5 11 11 44 10 44 1 3 8 2 140.0
2 0 6 2 3 1 3 3 87 0 0 50 87 138 3 1 2 0 3 50 3 50 1 3 2 4 378.0
2 0 6 2 6 1 6 0 148 0 0 50 148 148 6 0 5 0 6 50 5 50 1 2 1 1 235.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 52.0
2 0 8 2 3 1 3 5 26 0 0 57 26 527 3 2 2 0 3 57 4 57 1 3 2 0 271.0
4 0 11 4 3 1 3 8 107 0 0 56 107 459 3 1 2 0 3 56 3 56 1 9 3 0 166.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 314 0 1 0 0 0 -1 1 -1 0 3 0 0 43.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 1 61.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 24 0 1 0 0 0 -1 1 -1 0 2 0 0 53.0
4 0 16 4 0 0 4 12 454 0 1 28 454 474 14 11 3 14 14 28 14 28 1 4 9 0 259.0
2 0 9 2 0 0 2 7 68 0 1 18 68 139 4 4 0 4 4 18 4 18 1 5 0 0 84.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 11.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 32.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 162.0
2 0 7 2 0 0 2 5 488 0 1 37 488 535 5 4 0 5 5 37 4 37 1 2 2 1 176.0
3 0 25 3 0 0 9 16 1927 0 1 29 1927 1927 25 15 9 25 25 29 24 29 1 3 36 11 1276.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 1 0 0 0 -1 1 -1 0 2 0 0 11.0
4 0 9 4 0 0 5 4 1240 0 1 47 1240 1802 7 2 5 7 7 47 7 47 1 4 0 0 51.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 4 0 1 0 0 0 -1 1 -1 0 2 1 0 52.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 1 2 0 77.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 280 0 1 0 0 0 -1 1 -1 0 4 0 0 60.0
3 0 5 3 0 0 1 4 24 0 1 1 24 368 3 2 0 3 3 1 2 1 1 3 1 0 59.0
2 0 5 2 3 1 4 1 125 0 0 58 125 140 3 0 2 0 3 58 2 58 1 3 0 0 24.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 0 28.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 44 0 2 0 0 0 -1 2 -1 0 3 0 0 214.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 0 43.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 1 0 79.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 1 0 55.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 4 0 0 1 0 0 -1 1 -1 0 2 0 0 13.0
3 0 5 3 5 1 5 0 769 0 0 55 769 769 5 0 4 0 5 55 4 55 1 3 0 0 263.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 171 0 1 0 0 0 -1 1 -1 0 3 1 0 59.0
3 0 8 3 0 0 2 6 35 0 1 22 35 205 4 3 0 4 4 22 3 22 1 6 2 0 400.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 1 0 0 75.0
1 0 9 1 0 0 1 8 22 0 1 16 22 333 3 4 0 3 3 16 4 16 1 2 1 1 105.0
3 0 14 3 7 1 7 7 362 0 0 50 362 491 7 2 6 0 7 50 8 50 1 3 3 0 461.0
3 0 8 3 4 1 4 4 116 0 0 53 116 191 4 1 3 0 4 53 4 53 1 4 8 0 71.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 259.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 40 0 1 1 0 0 -1 2 -1 0 4 1 0 28.0
1 0 13 1 0 0 2 11 176 0 1 29 176 303 4 5 1 4 4 29 6 29 1 3 4 0 250.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 52 0 0 0 0 0 -1 0 -1 0 1 0 1 92.0
1 0 10 1 3 1 4 6 89 0 0 54 89 181 3 2 2 0 3 54 4 54 1 5 5 0 297.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 22 0 1 0 0 0 -1 1 -1 0 3 0 1 26.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 127 0 2 1 0 0 -1 3 -1 0 2 0 0 11.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 126 0 1 0 0 0 -1 1 -1 0 3 1 0 158.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 48.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 1 0 7.0
2 0 6 2 0 0 4 2 101 0 1 46 101 105 5 1 3 5 5 46 4 46 1 2 0 0 45.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 33 0 1 0 0 0 -1 1 -1 0 3 0 0 81.0
1 0 9 1 0 0 2 7 70 0 1 44 70 310 5 5 0 5 5 44 5 44 1 3 0 0 104.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 81 0 1 1 0 0 -1 2 -1 0 5 1 0 154.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 3.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
4 0 30 4 0 0 7 23 882 0 1 24 882 891 27 20 7 27 27 24 27 24 1 4 15 0 99.0
2 0 8 2 4 1 4 4 35 0 1 39 60 60 4 3 3 4 8 39 6 50 2 2 3 4 63.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 3 3 0 7.0
2 0 6 2 0 0 3 3 13 0 1 39 13 46 3 2 1 3 3 39 3 39 1 2 2 2 63.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 21.0
0 0 7 0 0 0 0 7 0 0 0 -1 0 100 0 2 0 0 0 -1 2 -1 0 2 0 0 44.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 159 0 0 0 0 0 -1 0 -1 0 1 0 0 323.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 95 0 0 0 0 0 -1 0 -1 0 1 0 0 50.0
4 0 10 4 0 0 3 7 132 5 2 30 238 240 5 4 3 9 9 48 7 48 2 4 0 0 232.0
1 0 13 1 0 0 1 12 101 0 1 23 101 152 6 6 0 6 6 23 6 23 1 2 0 0 137.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 95 0 0 1 0 0 -1 1 -1 0 2 2 0 114.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 65 0 0 1 0 0 -1 1 -1 0 2 1 0 45.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 96.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 81.0
1 0 9 1 0 0 1 8 351 0 1 6 351 790 3 3 0 3 3 6 3 6 1 2 0 1 179.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 18.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 2 0 0 20.0
2 0 10 2 0 0 3 7 58 4 2 29 96 173 4 5 1 7 7 39 6 39 2 2 3 1 490.0
9 0 26 5 8 1 8 18 2868 7 3 14 4162 5863 8 13 7 16 24 51 20 51 4 9 8 6 1374.0
3 0 5 3 3 1 5 0 24 0 0 57 24 26 3 0 3 0 3 57 3 57 1 3 6 2 136.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 1 61.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 1 0 0 157.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 24.0
2 0 5 2 0 0 2 3 13 0 1 49 13 14 3 0 2 3 3 49 2 49 1 2 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 1 0 0 -1 1 -1 0 1 0 0 12.0
3 0 7 3 0 0 1 6 25 0 1 4 25 42 3 3 0 3 3 4 3 4 1 6 1 0 148.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 21 0 1 1 0 0 -1 2 -1 0 3 0 0 103.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 82 0 1 0 0 0 -1 1 -1 0 2 0 0 7.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 64 0 0 0 0 0 -1 0 -1 0 2 1 0 4.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 28 0 1 0 0 0 -1 1 -1 0 5 0 0 18.0
1 0 14 1 0 0 2 12 127 0 1 1 127 284 6 5 0 6 6 1 5 1 1 2 1 0 174.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 411 0 1 1 0 0 -1 2 -1 0 3 1 0 74.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 65 0 0 1 0 0 -1 1 -1 0 1 0 0 60.0
1 0 3 1 0 0 0 3 6 0 1 1 6 6 3 2 0 3 3 1 2 1 1 1 0 0 14.0
2 0 9 2 0 0 3 6 37 0 1 45 37 118 3 3 1 3 3 45 4 45 1 3 1 2 477.0
2 0 7 2 0 0 1 6 164 0 1 29 164 488 4 4 0 4 4 29 4 29 1 5 2 0 190.0
2 0 6 2 0 0 1 5 410 0 1 45 410 410 6 4 1 6 6 45 5 45 1 2 0 0 166.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 15 0 0 1 0 0 -1 1 -1 0 2 0 0 7.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 68 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
2 0 4 2 0 0 2 2 8 0 1 45 8 8 4 1 2 4 4 45 3 45 1 2 0 0 60.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 138 0 0 0 0 0 -1 0 -1 0 3 0 0 95.0
12 0 33 10 0 0 8 25 786 15 3 1 1441 1448 15 22 7 32 32 12 29 39 3 12 5 2 533.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 4 0 0 7.0
2 0 14 2 0 0 5 9 703 8 3 30 1011 1011 8 6 5 14 14 45 11 45 3 2 19 0 473.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 62.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 100 0 2 0 0 0 -1 2 -1 0 2 0 0 19.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 0 55.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 1 0 0 0 -1 1 -1 0 2 0 0 4.0
1 0 4 1 0 0 0 4 53 0 1 38 53 59 3 2 0 3 3 38 2 38 1 2 2 0 19.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 3 0 0 29.0
3 0 13 3 0 0 6 7 1015 0 1 38 1015 1015 13 6 6 13 13 38 12 38 1 3 13 4 360.0
3 0 6 3 0 0 0 6 16 0 1 4 16 28 3 2 0 3 3 4 2 4 1 4 0 0 99.0
3 0 4 3 0 0 2 2 26 0 1 48 26 26 4 1 2 4 4 48 3 48 1 3 3 0 23.0
1 0 7 1 0 0 1 6 134 0 1 30 134 235 3 3 0 3 3 30 3 30 1 2 2 1 194.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 71.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 28.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 251 0 1 0 0 0 -1 1 -1 0 2 0 0 78.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 13 0 1 0 0 0 -1 1 -1 0 2 0 0 19.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 0 25.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 0 40.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 54 0 2 0 0 0 -1 2 -1 0 3 0 0 63.0
3 0 11 3 0 0 8 3 225 0 1 47 225 225 11 2 8 11 11 47 10 47 1 3 0 1 113.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 113 0 0 1 0 0 -1 1 -1 0 2 0 1 65.0
3 0 9 3 5 1 5 4 194 0 1 44 352 352 5 3 4 4 9 54 7 54 2 3 0 1 223.0
4 0 9 4 0 0 8 1 169 0 1 49 169 169 9 0 8 9 9 49 8 49 1 4 4 2 161.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 0 4.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 22.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 1 0 0 0 -1 1 -1 0 2 0 0 17.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 25.0
0 0 10 0 0 0 4 6 0 0 0 -1 0 570 0 3 1 0 0 -1 4 -1 0 5 0 0 215.0
3 0 6 3 0 0 1 5 59 0 1 44 59 74 5 3 1 5 5 44 4 44 1 3 4 1 7.0
2 0 7 2 0 0 4 3 38 0 1 47 38 42 5 1 4 5 5 47 5 47 1 2 4 0 71.0
3 0 4 3 0 0 0 4 15 0 1 4 15 17 3 2 0 3 3 4 2 4 1 4 0 0 53.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 5.0
3 0 8 3 0 0 4 4 33 0 1 45 33 58 6 2 3 6 6 45 5 45 1 3 9 0 41.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 126 0 2 0 0 0 -1 2 -1 0 2 0 0 208.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 7.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 63 0 1 0 0 0 -1 1 -1 0 4 0 0 201.0
4 0 4 4 4 1 4 0 224 0 0 55 224 224 4 0 3 0 4 55 3 55 1 4 2 1 159.0
