TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal bugs GapSize BurstSize
2 0 8 2 0 0 2 6 506 0 1 32 506 702 5 4 1 5 5 32 5 32 1 3 0 3 3
6 0 15 4 0 0 3 12 174 6 3 18 404 423 6 8 3 14 14 39 11 39 3 7 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 43 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 89 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 5 3 0 0 0 5 67 0 1 32 67 138 3 2 0 3 3 32 2 32 1 4 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 454 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 47 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 412 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 5 3 0 0 3 2 98 0 1 42 98 116 3 0 2 3 3 42 2 42 1 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 93 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 76 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 67 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 369 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 46 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 31 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 7 1 0 0 3 4 266 0 1 38 266 339 4 2 2 4 4 38 4 38 1 2 1 3 3
3 0 24 3 4 1 4 20 844 9 3 8 1283 2981 9 16 3 18 22 28 19 46 4 4 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 28 0 1 1 0 0 -1 2 -1 0 4 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 40 0 1 0 0 0 -1 1 -1 0 3 1 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 3 0 3 3
3 0 13 2 0 0 5 8 560 6 2 28 827 874 6 3 5 10 10 40 8 40 2 3 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 76 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 55 0 2 0 0 0 -1 2 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 11 3 0 0 0 11 765 4 3 9 940 940 4 8 0 11 11 9 8 33 3 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 3 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 148 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 10 2 0 0 1 9 1254 0 1 30 1254 1577 9 8 0 9 9 30 8 30 1 2 2 3 3
3 0 10 3 0 0 2 8 27 0 1 16 27 207 4 4 1 4 4 16 5 16 1 6 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 73 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 182 0 0 1 0 0 -1 1 -1 0 2 0 3 3
0 0 7 0 0 0 1 6 0 0 0 -1 0 72 0 1 1 0 0 -1 2 -1 0 5 0 3 3
0 0 8 0 0 0 2 6 0 0 0 -1 0 335 0 1 1 0 0 -1 2 -1 0 5 0 3 3
2 0 14 2 0 0 3 11 99 4 2 22 192 478 4 6 1 7 7 32 7 32 2 4 2 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 35 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 15 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 407 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 70 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 9 0 0 0 2 7 0 0 0 -1 0 119 0 1 1 0 0 -1 2 -1 0 4 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 73 0 1 1 0 0 -1 2 -1 0 3 0 3 3
2 0 6 2 0 0 1 5 13 0 1 31 13 26 3 3 0 3 3 31 3 31 1 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 67 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 14 2 0 0 3 11 165 5 2 28 206 325 5 6 3 10 10 28 9 41 2 2 1 3 3
2 0 12 2 0 0 2 10 166 0 1 18 166 272 6 5 0 6 6 18 5 18 1 3 1 3 3
2 0 8 2 0 0 3 5 16 0 1 15 16 114 4 3 1 4 4 15 4 15 1 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 31 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 17 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 31 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 8 2 0 0 4 4 130 0 1 41 130 269 6 1 4 6 6 41 5 41 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 244 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 370 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 29 0 1 0 0 0 -1 1 -1 0 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 79 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 376 0 1 1 0 0 -1 2 -1 0 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 3 0 3 3
3 0 7 3 0 0 0 7 56 4 2 10 80 80 4 5 0 7 7 31 5 31 2 3 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 38 0 1 0 0 0 -1 1 -1 0 5 1 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 210 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 8 0 0 0 2 6 0 0 0 -1 0 201 0 2 1 0 0 -1 3 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 6 2 0 0 2 4 126 0 1 41 126 208 3 1 1 3 3 41 2 41 1 2 0 3 3
2 0 5 2 0 0 1 4 28 0 1 36 28 28 5 3 1 5 5 36 4 36 1 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 426 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 3 0 3 3
2 0 7 2 0 0 0 7 45 0 1 30 45 118 4 3 0 4 4 30 3 30 1 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 127 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 88 0 0 1 0 0 -1 1 -1 0 2 1 3 3
3 0 6 3 0 0 1 5 32 0 1 33 32 311 3 2 0 3 3 33 2 33 1 4 0 3 3
2 0 14 2 0 0 2 12 760 0 1 25 760 763 12 11 1 12 12 25 12 25 1 2 0 3 3
0 0 7 0 0 0 2 5 0 0 0 -1 0 141 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 39 0 1 0 0 0 -1 1 -1 0 2 0 3 3
3 0 5 3 0 0 0 5 336 0 1 30 336 342 3 2 0 3 3 30 2 30 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 60 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 3 3
4 0 19 4 0 0 1 18 3593 0 1 17 3593 3597 18 17 0 18 18 17 17 17 1 4 0 3 3
1 0 4 1 0 0 3 1 134 0 1 41 134 134 4 0 3 4 4 41 3 41 1 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 62 0 0 0 0 0 -1 0 -1 0 3 0 3 3
3 0 15 3 0 0 6 9 4112 11 2 28 6638 6638 11 7 6 15 15 35 13 35 2 3 0 3 3
3 0 8 3 0 0 4 4 176 0 1 35 176 176 8 3 4 8 8 35 7 35 1 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 165 0 1 1 0 0 -1 2 -1 0 3 0 3 3
3 0 5 3 0 0 0 5 31 0 1 31 31 237 3 2 0 3 3 31 2 31 1 4 1 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 81 0 0 0 0 0 -1 0 -1 0 6 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 14 3 0 0 4 10 84 0 1 33 84 233 8 7 3 8 8 33 10 33 1 5 0 3 3
2 0 3 2 0 0 0 3 109 0 1 33 109 109 3 2 0 3 3 33 2 33 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 8 0 0 0 1 7 0 0 0 -1 0 77 0 2 1 0 0 -1 3 -1 0 4 0 3 3
1 0 7 1 0 0 0 7 136 0 1 35 136 403 3 3 0 3 3 35 3 35 1 1 2 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 35 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 994 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 25 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 10 3 0 0 0 10 655 0 1 30 655 2924 8 7 0 8 8 30 7 30 1 3 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 61 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 6 1 0 0 1 5 15 0 1 41 15 27 3 1 1 3 3 41 2 41 1 2 0 3 3
1 0 5 1 0 0 1 4 442 0 1 30 442 444 4 3 0 4 4 30 3 30 1 1 0 3 3
2 0 10 2 0 0 2 8 827 3 2 9 1177 2100 3 4 1 6 6 9 5 32 2 3 1 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 28 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 55 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 0 6 0 0 0 -1 0 68 0 3 0 0 0 -1 3 -1 0 1 0 3 3
3 0 8 3 0 0 0 8 29 0 1 32 29 438 4 3 0 4 4 32 3 32 1 4 2 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 29 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
1 0 6 1 0 0 1 5 34 0 1 35 34 56 3 2 0 3 3 35 2 35 1 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 13 2 4 1 4 9 231 0 1 13 360 384 5 5 3 5 9 13 8 43 2 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 3 2 0 0 0 3 12 0 1 33 12 12 3 2 0 3 3 33 2 33 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 28 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 11 0 0 0 2 9 0 0 0 -1 0 261 0 1 1 0 0 -1 2 -1 0 5 1 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 142 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 373 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 1 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 9 2 0 0 3 6 131 0 1 36 131 196 6 2 3 6 6 36 5 36 1 2 0 3 3
0 0 4 0 0 0 3 1 0 0 0 -1 0 134 0 0 1 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 18 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 57 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 157 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 21 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 320 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 272 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 17 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 27 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 73 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 9 1 0 0 4 5 194 0 1 27 194 258 4 3 2 4 4 27 5 27 1 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 38 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 54 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 63 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 4 1 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 1419 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 4 2 0 0 0 4 29 0 1 29 29 32 3 2 0 3 3 29 2 29 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 12 2 0 0 2 10 93 0 1 33 93 230 6 5 0 6 6 33 5 33 1 4 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 3 0 3 3
3 0 10 2 0 0 1 9 366 6 2 20 503 503 6 7 1 10 10 33 8 33 2 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 12 2 3 1 3 9 150 0 1 17 186 196 8 7 2 8 11 17 9 45 2 2 1 3 3
1 0 9 1 0 0 3 6 250 0 1 41 250 402 3 1 2 3 3 41 3 41 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
5 0 8 4 0 0 0 8 344 4 2 1 449 457 4 5 0 7 7 1 5 14 2 6 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 55 0 1 0 0 0 -1 1 -1 0 4 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 7 3 0 0 2 5 125 0 1 39 125 154 4 2 1 4 4 39 3 39 1 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 4 1 0 0 0 4 30 0 1 35 30 30 4 3 0 4 4 35 3 35 1 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 4 1 0 0 1 3 16 0 1 32 16 19 3 2 0 3 3 32 2 32 1 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 103 0 1 0 0 0 -1 1 -1 0 3 1 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 15 2 0 0 1 14 1506 6 2 22 1989 2380 6 8 1 9 9 22 9 35 2 5 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 7 2 4 1 4 3 56 0 0 46 56 84 4 1 3 0 4 46 4 46 1 3 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 91 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 4 2 0 0 0 4 87 0 1 30 87 177 3 2 0 3 3 30 2 30 1 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 202 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 23 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 156 0 1 0 0 0 -1 1 -1 0 3 0 3 3
